Operating Name,PhoneNumber,Website,Active/Inactive,In-Person Load,Fee,In-Person Unload,Fee,Online Load,Fee,Online Unload,Fee,Street #,Street Name,Unit #,City,Province,Postal,Country,Telegram,Email,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Payment Types,Transaction Limit
Cash 4 You,(519) 941-0300,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,210,Broadway,Unit 101,Orangeville,ON,L9W5G4,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(905) 436-8000,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,64,Simcoe Street North,N/A,Oshawa,ON,L1G4S2,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 436-2999,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1208,Simcoe Street North,N/A,Oshawa,ON,L1G4W9,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 728-9819,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,333,King Street West,Unit B,Oshawa,ON,L1J2J8,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(613) 735-5151,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,779,Pembroke Street East,N/A,Pembroke,ON,K8A3L8,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(519) 337-4884,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1273,London Road,Unit 2,Sarnia,ON,N7S1P3,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 688-2274,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,333,Ontario Street,Unit 7,St. Catherines,ON,L2R5L8,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 682-1700,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,120,Welland Avenue,Unit 14,St. Catherines,ON,L2R2N3,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(705) 670-1100,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,49,Durham Street,N/A,Sudbury,ON,P3E3M2,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(416) 699-6666,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2763,Danforth Avenue,N/A,Toronto,ON,M4C1L8,Canada,N/A,info@cash4you.ca,11:00AM-7:00PM UTC-04:00,11:00AM-7:00PM UTC-04:00,11:00AM-7:00PM UTC-04:00,11:00AM-7:00PM UTC-04:00,11:00AM-7:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(416) 462-1900,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1000,Gerrard Street East,Unit C18,Toronto,ON,M2M3G6,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(416) 762-4300,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2561,St. Clair Avenue West,Unit B3,Toronto,ON,M6N4Z5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(416) 439-3535,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1901,Ellesmere Road,Unit A,Toronto,ON,M1J2W5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(416) 222-9666,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,4578,Yonge Street,Unit 1,Toronto,ON,M2N5L7,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(416) 972-9601,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,529,Yonge Street,N/A,Toronto,ON,M4Y1Y5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(416) 783-7970,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1706,Eglinton Avenue West,N/A,Toronto,ON,M6E2H5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(416) 778-4500,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1325,Danforth Avenue,N/A,Toronto,ON,M1R2Z5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(905) 433-4700,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1801,Dundas Street East,Unit 18,Whitby,ON,L1N9G3,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 713-6000,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,15531,Yonge Street,Unit 3 & 4,Aurora,ON,L4G1P3,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(905) 623-7581,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,258,King Street East,N/A,Bowmanville,ON,L1C0N3,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(613) 345-5995,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2539,Parkedale Avenue,Unit F,Brockville,ON,K6V3H2,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(519) 358-1500,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,425,St. Clair Street,Unit 5,Chatham,ON,N7L3K4,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 994-9779,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,401,Garrison Road,Unit C,Fort Erie,ON,L2A1N1,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(905) 525-8000,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,478,King Street East,Unit 2,Hamilton,ON,L8N1C8,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 520-5000,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,77,James Street North,Unit 223,Hamilton,ON,L8R2K3,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 389-4400,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,858,Upper James Street,N/A,Hamilton,ON,L9C3A4,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 549-1919,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1116,Barton Street East,N/A,Hamilton,ON,L8H2V1,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 561-2274,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,701,Queenston Road,N/A,Hamilton,ON,L8G1A1,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(519) 742-8558,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1253,King Street East,Unit 5A,Kitchener,ON,N2G2N5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(519) 894-4222,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3101,Kingsway Drive,Unit E,Kitchener,ON,N2C2M5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(519) 568-8434,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,465,Highland Road West,Unit 2,Kitchener,ON,N2M3C6,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 294-1500,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5703,Highway 7 East,N/A,Markham,ON,L3P1B1,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(905) 853-1300,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,93,Davis Drive,N/A,Newmarket,ON,L3P1B1,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(416) 663-2444,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1101,Finch Avenue West,Unit 7,North York,ON,M3J2C9,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(416) 246-9998,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1542,Jane Street,Unit 2,North York,ON,M9N2R5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(705) 327-2979,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,180,Mississauga Street East,N/A,Orillia,ON,L3V2J8,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(613) 730-2274,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1400,Bank Street,N/A,Ottawa,ON,K1H7Y9,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(613) 820-2274,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1355,Richmond Road,N/A,Ottawa,ON,K2B6R7,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(613) 746-6446,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1020,St. Laurent Blvd,N/A,Ottawa,ON,K1K4S2,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(613) 224-9785,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1600,Merivale Road,N/A,Ottawa,ON,K2G5J8,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(613) 234-6113,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,386,Bank Street,Unit A,Ottawa,ON,K2P1Y4,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(613) 860-4000,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,379,Dalhousie Street,N/A,Ottawa,ON,K1N9L3,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(705) 741-4747,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,824,Lansdowne Street West,N/A,Peterborough,ON,K9J1Z4,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(705) 743-6161,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,351,George Street North,Unit B,Peterborough,ON,K9H3P9,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(705) 253-7700,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,154,Great Northern Road,Unit 6,Sault Ste. Marie,ON,P6B4Z1,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(519) 637-7261,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,877,Talbot Street,Unit 4,St. Thomas,ON,N5P1E5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(807) 286-6828,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,277,Red River Road,N/A,Thunder Bay,ON,P7B1A9,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(807) 286-5371,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,947,Memorial Avenue,Unit A,Thunder Bay,ON,P7B4A1,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(613) 965-0990,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,257,Dundas Street East,N/A,Trenton,ON,K8V1M1,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(519) 256-2834,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,597,Wyandotte Street East,N/A,Windsor,ON,N9A3J1,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
Cash 4 You,(519) 250-1500,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2726,Howard Avenue,N/A,Windsor,ON,N8X3X5,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(519) 945-9000,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,7755,Tecumseh Road East,Unit 104,Windsor,ON,N8T1G3,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,10:00AM-5:00PM UTC-04:00,To be determined,0
Cash 4 You,(519) 253-3200,cash4you.ca,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2385,Tecumseh Road West,Unit 3,Windsor,ON,N9B1W2,Canada,N/A,info@cash4you.ca,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-9:00PM UTC-04:00,9:00AM-5:00PM UTC-04:00,Closed,To be determined,0
